country,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,x1985,x1986,x1987,x1988,x1989,x1990,x1991,x1992,x1993,x1994,x1995,x1996,x1997,x1998,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011
Portugal,232,370,378,429,510,587,640,712,794,914,990.3,1096.7,1255,1418.4,1710.7,1879.5,2081.2,2331.4,2424.5,2853.1,2911.5,3628.5,3424.2,3856.8,4156.5,4171.5,4621.1,2705.46005,3862.333582,4804.342536,5624.249398,6056.97915,7885.389075,8959.869242,10811.63798,9535.591971,9978.299604,11782.51883,12185.06673,11578.4414,12202.69228,12474.82215,11502.39636,11729.14426,12882.28771,15772.73588,18045.5926,18784.95335,19821.44284,22780.05624,24815.61133,23063.97293,22539.9945,23194.74385
Paraguay,,6,7,7,9,7,4,10,2,3,6.4,8.7,6.9,9.4,5.3,7.5,7.2,7.9,9.9,8.8,8,4.7,12.4,5.9,11.1,11,9.2,807.8362167,910.5164852,972.4312272,1022.105834,1120.875394,1351.578779,1615.479607,1614.673376,1596.144879,1692.239625,1903.467994,2009.649903,2000.910277,1773.24128,1614.903727,1545.625548,1417.26032,1148.229049,1174.779765,1408.527483,1507.145943,1809.724779,2312.205356,3059.86223,2600.215346,3228.327756,3988.024567
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,8602.522595,12781.29338,13750.14408,14163.82683,13572.58733,16036.73088,16173.48584,17334.40076,17732.74842,16647.1582,18505.45932,18034.75376,15943.3189,16530.17251,16299.28428,14530.22602,,,,,,,,,,,
Qatar,,17,20,30,33,24,35,37,32,36,23.5,28.2,22.2,28.5,22.8,17.3,20.7,12.8,20.9,48.1,39,42.1,48.3,59.9,64.2,104.4,111.3,16582.5308,12685.64395,12865.77169,13562.77219,14010.89251,15447.59511,14189.48184,15614.9754,14542.37474,14892.49457,16242.72084,17698.72493,21388.7235,18693.32531,21717.83677,29926.36253,28577.30082,30523.48993,35221.52546,43346.86306,53207.33365,61593.67297,67612.49404,82990.07096,61463.90358,70870.22658,89115.90149
Romania,,562,476,393,513,377,395,568,507,675,678,823.5,916.9,847,917.2,970.9,926.9,965.2,874.9,938,887.8,1014.8,1252.3,1397.9,1366.9,1544.9,1625.9,,,1658.758634,1753.192792,1789.644638,1650.692978,1254.148271,1100.727876,1158.056394,1323.024403,1563.949628,1562.1235,1564.50842,1871.18898,1583.849846,1662.217535,1833.81266,2116.312063,2756.332583,3533.266078,4651.692261,5789.209787,8169.975926,9949.190249,8069.022884,8139.146673,9063.700806
Russian Federation,0,0,0,,,,,817,19659,21612,18603.5,18553.3,18133.4,17165.6,17145.4,17180.1,15657.9,15847.2,15147.8,14921.8,14424.5,13561.6,13953.7,13970.2,14057.2,13500.4,14150.9,,,,,3428.770639,3485.119575,3427.312137,3095.087225,2929.303318,2663.456986,2665.722347,2643.907136,2737.556662,1834.846937,1330.751464,1771.586602,2100.362386,2375.059044,2975.132778,4102.372294,5323.466034,6920.194398,9101.256706,11635.27424,8562.813697,10674.9972,13323.88338
Rwanda,,8,11,10,14,8,4,12,13,10,9.6,5.9,5,6.6,2.7,1.4,2.8,2.4,1.3,4.9,5.6,10.4,12.3,8.6,11.7,13.4,22.4,280.4243006,303.3588912,319.9804028,339.8790017,332.2268769,351.2778271,270.3286654,302.2568044,312.9228082,125.6901275,218.7703012,226.6981976,284.5872453,282.2886646,239.633609,216.2758944,201.0640419,196.4447015,212.5120519,236.6292142,286.5674694,336.942281,398.2084859,491.9404166,529.5965562,553.5974576,606.9028864
Saudi Arabia,,487,552,569,577,644,613,653,713,734,753.2,734.5,676.2,682.7,604.9,590,564.7,582.8,549.3,550.8,576.3,557.6,589.2,620.8,711.4,1003.2,1491.2,7776.037622,6204.223096,5852.601547,5791.395082,6030.26897,7137.392233,7775.70177,7834.236438,7386.668429,7310.95056,7555.965554,8159.980914,8328.97123,7180.15044,7728.676388,8808.875367,8315.739302,8317.908575,9186.310388,10756.01622,13273.71255,14826.9167,15947.40579,19436.85716,15655.08337,18753.98123,23256.09561
Sudan,,96,83,92,76,69,66,71,55,48,48.2,45.8,42,52.1,43.1,36.9,33.9,47.1,37.4,41.7,47.1,35.7,35.9,56.4,63,79.3,69.3,552.7058172,688.8514067,867.1985137,635.5565953,610.4594979,481.4966602,428.4327166,256.509445,313.6658782,437.6845823,458.798762,290.4388385,365.5386205,342.2667228,315.9874823,352.4981434,368.5150163,402.2317986,466.0277419,550.7572464,661.6375946,868.3094475,1081.159321,1248.377469,1183.18964,1421.532375,1596.433463
Senegal,,0,0,,,,,2,,75,68.1,69.7,61.8,67.3,75.5,73.6,58.8,51.4,76.7,63.2,82.8,53.3,68.4,59.9,56.3,61,79.3,460.1101335,631.1755008,736.240052,705.858358,674.3733981,760.7787608,724.8458728,751.4808779,689.668087,457.479024,560.0804891,566.6832875,509.9214576,535.8885218,534.8551784,474.5771416,482.0680383,513.3918302,642.6259792,732.3180927,772.6523826,808.2884239,948.5067592,1094.576476,1018.389551,998.1196955,1081.131518
Singapore,289,358,401,410,517,572,599,755,854,1022,1141.4,1141.2,1338.5,1584.2,1897.2,2361,2434.3,2631.9,2939.4,3384.3,3611.2,3838,3793.3,4069.3,4187.8,4377.3,4542.8,6781.817641,6864.249173,7786.613947,9316.388477,10711.03394,12766.19211,14504.52192,16144.32852,18302.37408,21578.13947,24937.31312,26262.2844,26386.61798,21824.08604,21796.38078,23793.03637,21576.86984,22016.71267,23574.00256,27404.57524,29869.63276,33578.88807,39223.52986,39722.11502,38576.95923,46569.68854,53122.24973
Solomon Islands,,4,1,1,2,2,5,3,2,3,0.7,1.8,4.5,4.4,7.7,4,1.7,0.8,4.1,1.2,1.1,2.6,2.1,1,2,2.9,4.9,857.8254827,755.7500185,831.7633881,1053.302709,1095.722985,970.0689337,998.7252018,1147.867918,1210.413374,1330.727669,1445.662731,1529.793228,1495.079761,1206.633242,1201.573044,1055.210356,945.5289267,785.6255585,745.4571873,819.3012297,881.9647785,950.0576951,1048.771486,1208.344196,1161.22881,1276.348513,1648.854127
Sierra Leone,,10,12,15,6,9,10,9,5,6,3.8,10.4,9.3,2.2,1.3,2.8,4.3,1.8,0.6,1,2.1,1.6,2.6,2,2.9,6,4,247.2243568,137.3402768,190.4720473,278.3071056,240.5682445,165.2532645,197.6688858,173.0635022,197.4406409,236.3358888,226.8896637,245.6898333,221.2109347,173.3609028,169.515997,156.5918666,255.7885644,280.1811714,295.0797751,293.8545066,320.9953668,359.5337138,400.3809371,453.7363655,434.5343629,446.3417657,496.2179691
El Salvador,,2,1,5,3,6,2,1,2,3,1.9,3.7,1.9,0,1.1,3.4,3.1,7.6,1.2,4.3,5.8,5.7,4.5,2.9,5.5,5,8.6,772.2863474,756.370605,783.4789984,818.7233919,843.3697753,914.094639,998.0126188,1104.329226,1270.26929,1462.659632,1699.93503,1827.899428,1956.098589,2093.487271,2158.142965,2259.888269,2363.271031,2435.472748,2549.886636,2666.339695,2874.257256,3108.592529,3358.421252,3569.335393,3431.280068,3547.070983,3821.33859
San Marino,,0,0,0,0,1,0,0,0,0,0,0.5,0.8,0.8,0.2,0,0,0,0,0.3,0,0,1.6,0.8,0.3,0.6,1,,,,,,,,,,,,,,,31493.2974,28224.20286,29354.5509,31268.46741,39375.2288,45597.516,47035.65435,49682.09366,56489.50138,62993.36722,,,
Somalia,,7,8,8,13,9,8,6,3,3,1.4,0.8,0.5,0,0.5,0.5,0,0.8,0.5,0.3,0,1,0,0.1,0.7,0.4,1,144.420441,152.9444513,164.4906403,166.9995232,173.7969402,145.0648693,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,435.3,1057,1043,1172.6,1165.3,1269.1,,,,,,,,,,,,,3178.831484,2416.069077,2441.430389,870.1365252,1634.875061,2148.903537,2832.490652,3331.228766,3528.131008,4129.758741,5458.121718,6701.773913,5821.305397,5411.877404,6423.291783
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.677351,1271.02046,1563.948571,1696.162406
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0.5,0.3,0.9,0.5,0.3,0,0.3,0.5,0.2,0.1,1,0.3,,,,,,,,,,,,,,,,559.2524608,546.7985928,591.3825395,692.2484036,739.4769441,804.8431372,863.3184867,901.2598501,1121.458396,1175.110881,1176.485935,1421.6574
Suriname,,0,1,2,5,2,2,2,3,3,1.3,2.6,2.6,1.8,3.4,2.9,2.8,4.4,4.2,3.9,3,1.9,1.8,2.8,1.1,1.3,1.4,2350.801817,2363.564499,2552.251013,2962.605684,1355.84918,951.0723138,1077.468106,955.2095039,995.1105188,1381.51989,1556.581182,1897.112821,2014.016323,2014.461489,1861.596524,1855.77231,1576.724046,2217.697802,2606.827725,3033.018889,3645.894998,5295.527145,5862.050975,6973.098239,7561.450701,8430.854783,8450.258033
Slovak Republic,0,0,0,,,,,44,,1151,1079.2,1140.2,1069.7,1140.4,979.4,978,923.6,954.4,897.9,1070.2,921.8,1006.9,970.7,1084,1000.4,1050.9,1098.8,,,,,,2395.558976,2680.03345,2908.800467,3089.44063,3755.728713,4799.156415,5177.751223,5137.809021,5532.270407,5635.452319,5402.043094,5707.513359,6536.231078,8711.648972,10671.33536,11665.50981,13111.77166,16006.88076,18558.88684,16455.16583,16509.89692,18065.67259
Slovenia,0,0,0,,,,,10,404,459,434.3,476.6,603.2,622.9,707.8,891.6,850.6,848.3,950.9,928.7,1035.4,1062.7,1282.8,1305.9,1234.9,1151.4,1239.3,,,,,,,,,,,10690.71278,10801.41329,10447.91508,11165.31142,11442.02282,10227.75111,10479.31264,11814.10709,14880.46899,17260.90239,18169.17979,19726.13825,23841.32389,27501.81752,24633.79608,23417.64045,24964.80172
Sweden,6698,7656,7378,7573,8126,8172,8139,8273,8547,8972,9287.2,9557.9,9655.1,9835,9889.7,9883.4,10022.3,9872.2,9676.5,9853.6,10016.5,10105.3,9917.5,9681.7,9480.1,9418.5,9472.9,13474.16188,17727.49503,21485.29481,24188.76538,25300.39583,30162.31625,31374.11682,32338.50429,24080.89967,25747.24169,29914.33175,32587.2641,29897.79263,30143.62746,30577.08177,29283.00505,26969.24457,29571.70446,36961.42537,42442.22045,43085.35315,46256.4716,53324.37937,55746.84238,46207.0592,52076.43052,59593.6848
Swaziland,,2,6,5,8,6,5,9,4,4,5.2,6.3,5,6.3,4.3,4.3,2.4,3.5,5.7,2,2.8,1.4,4.3,6.2,7.5,9.5,12.1,511.7207431,611.2584661,761.170993,863.5636293,835.8434836,1292.067822,1303.065206,1415.023382,1465.311842,1503.133746,1763.476293,1627.984086,1705.172944,1532.918723,1476.776192,1433.18124,1255.474129,1131.243533,1704.153913,2211.089257,2339.289953,2636.320016,2690.928392,2617.360094,2679.6706,2956.696795,3139.731322
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,1,2,0,0,0,1,1,1,1,5.5,5,1.7,2.7,1.7,4.5,3,1.5,4.2,1.9,2.8,2.9,4,3.6,4.3,2.9,5.7,2505.761546,3062.21118,3646.819562,4122.593014,4393.177023,5265.496556,5290.927229,6051.986461,6517.814629,6580.334184,6748.931109,6583.201018,7280.989621,7715.918147,7747.612159,7578.851053,7663.13708,8333.551352,8523.005025,10173.57488,11086.89089,12014.418,12155.70166,11123.00451,9707.265391,10805.09945,12188.97553
Syrian Arab Republic,,15,25,19,28,34,31,49,49,48,50.8,45.1,60.5,44.3,57.8,54.6,62.8,48.6,68.3,79.3,76.8,62.4,79.6,66.5,71.5,100.8,110,1537.748922,1206.201744,998.3686454,901.6919597,815.0905239,988.522325,1012.81485,1005.109809,1010.053364,726.0599561,795.195144,935.7604034,957.3172087,976.366134,993.8297409,1181.719202,1263.885859,1269.729208,1261.42609,1419.593379,1591.530192,1779.821049,2079.987864,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,1,0,1,1,0,1,1,2,1,3.2,1.4,1.9,2,2.8,2.8,2,4.4,5.4,2.8,7.2,6.1,3.3,3.1,2.3,1.7,1.7,202.8550213,203.622442,215.0799701,265.4354955,248.5038076,291.8091744,305.1655083,296.3458445,223.1712788,174.1945723,206.5117899,221.9471769,206.119566,224.8400976,190.8154106,166.0080155,197.3022751,220.7953519,292.5815828,454.6552834,660.1815568,712.0468098,801.4016004,929.2796449,803.9143523,895.8779959,988.4431598
Togo,,6,3,2,6,5,7,5,8,6,9.1,4,5.2,9.9,9.9,12.1,10.2,5.5,9.8,10.9,10.4,10.2,12.1,8.2,6.7,11.6,8.2,234.3562735,315.4238521,359.7160647,385.2078887,367.2193795,430.01123,412.2352329,424.9015664,302.2241241,235.0388494,305.6245119,333.591597,332.6223481,343.2228627,331.9725559,265.5016693,266.1345662,286.7580801,316.7920611,356.8307972,379.1808981,384.2885486,428.4015774,522.6250589,508.5405357,496.4824726,572.0256861
Thailand,,226,235,287,272,282,298,300,317,383,339.6,386.6,405.3,540.8,549.5,663.3,726.9,834,1018.6,1130.5,1248.9,1568,1727.7,1959.5,2033.4,2106.4,2304,747.4945039,813.1041156,936.1969426,1122.578863,1294.519446,1508.287909,1716.610657,1929.530969,2146.56058,2457.446655,2834.986418,3038.590635,2492.222422,1826.251038,1978.730222,1957.548967,1821.904725,1978.227443,2200.64983,2466.798711,2677.515612,3129.437533,3722.135849,4101.797482,3962.71358,4781.799391,5166.764888
Tajikistan,,0,0,0,0,0,0,0,61,61,35.9,22.8,25.3,16.1,26,16.2,21.1,29.1,18.3,19.5,16.2,15.9,21.7,13.5,12,22.3,18.4,,,,,,496.3664537,468.0240177,345.6771837,293.1731154,236.0452889,212.9067853,178.0711659,155.2766173,219.5706981,178.2974897,139.1091416,171.812885,190.6049112,237.8931931,311.4241128,339.7680768,407.2526117,523.9476512,711.5036299,671.5440088,744.1898922,841.2198704
Turkmenistan,,0,0,0,0,0,0,0,20,9,7.3,7.3,6,2.7,0.8,4.9,2.8,3.2,2.3,1,1.2,1.1,1.6,0.3,0.5,1.3,0.5,,,698.1385592,859.0408868,854.1928716,881.1523546,847.54172,824.4621526,796.4158445,625.347602,592.6987853,557.510449,565.0576697,592.8360328,550.7870249,645.2771015,776.5722304,969.9700335,1286.014261,1455.93605,1706.956726,2140.455472,2606.741976,3918.934927,4059.961511,4392.719583,5724.537102
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.37974,522.0315806,496.1797512,487.3949761,484.088449,501.4292265,464.8351692,551.7205984,673.3745379,780.2611109,875.8365693,1002.327757
Tonga,,1,0,1,0,0,1,1,0,1,1.6,0,1.1,0.5,0.8,0.5,0.5,0.5,1.2,0.5,0,0.4,0.5,0.3,1.3,0.5,0.5,639.2415709,724.3550577,865.1271036,1126.502613,1120.091581,1193.49905,1387.152076,1436.437373,1449.670104,2025.292576,2112.307083,2283.190572,2197.906519,1946.490992,1998.701222,1926.732502,1697.004072,1836.290404,2089.217043,2357.146474,2565.337978,2837.102374,2932.912668,3307.207034,3106.912134,3557.759882,4226.813244
Trinidad and Tobago,,48,34,37,52,45,46,52,52,56,48.3,43.7,41.1,52.9,38.7,43,42.3,44.7,46.5,50.4,47.3,41.7,67,46.4,47.7,53.4,60.2,6299.239269,4049.110381,4014.037466,3732.130279,3562.085081,4147.68298,4360.352264,4470.448445,3684.192619,3956.764516,4246.382397,4577.000984,4551.325455,4786.930372,5383.521808,6430.94978,6935.705016,7049.609901,8750.393697,9984.008412,12323.2197,14096.02318,16530.15372,21187.9821,14508.77069,15494.70297,17637.14281
Tunisia,,76,83,96,107,104,121,131,91,135,143,160.4,220.2,226.8,256.8,292.3,351.5,354.8,436.1,454.5,571.3,656.4,758.1,851.2,1022.4,978.3,1015.5,1158.370188,1203.554918,1261.815681,1284.90486,1269.286441,1507.231456,1571.828353,1825.379132,1704.223758,1779.307673,2012.936266,2154.986939,2251.3929,2336.083943,2426.388363,2247.912995,2286.50046,2373.781378,2790.004368,3139.537202,3217.885971,3394.365224,3805.276672,4342.676318,4162.586737,4212.154667,4305.063735
Turkey,326,386,436,507,668,750,846,1048,1172,1397,1714.7,2228,2480.7,2795,3222.7,3484.1,4150.9,5226.1,6038.8,7434.3,7816.5,8180.5,8640.7,8543,8307.1,7950,8328.4,1367.180989,1508.914114,1703.630331,1742.929589,2019.036668,2790.580487,2750.730314,2850.59697,3181.633364,2268.581235,2896.090604,3052.498119,3143.264599,4389.724574,4009.133896,4215.162413,3053.865108,3570.546263,4586.811203,5855.53866,7117.322711,7727.272405,9309.509482,10382.31817,8623.949625,10111.51771,10584.16396
Tuvalu,,,,,,,,,,,0,0,0,1,0,1,0,0,0.3,0,0,0,0,0,0,0,0,,,,,,980.0917635,1034.174924,1070.26295,1052.80115,1184.938715,1194.936547,1331.51988,1366.002794,1366.76728,1460.070362,1458.94942,1393.332791,1621.333583,1901.033476,2232.602517,2252.892886,2353.403155,2768.434661,3094.684334,2763.18442,3238.496111,3993.651838
Tanzania,,90,73,64,71,69,77,93,94,105,97,102.6,98.4,96.1,87.2,95.5,80.9,92.9,76.3,88.8,107,128.2,122.8,129.7,152,131.9,121.1,,,,219.1589958,184.1513672,171.8745942,193.5753835,173.7861742,155.5555701,159.6537795,180.5642943,217.1541102,250.3206846,297.0125607,300.7665073,308.1440923,306.2721519,310.6316442,326.4841539,349.6209315,448.9298845,479.7036584,538.3888953,665.8375489,674.2321348,712.2331641,745.6113309
Uganda,,23,27,21,17,29,20,29,44,39,41.7,50.5,51.5,63.9,71.1,77.5,82.9,72.8,87.6,120.1,93.4,113.7,164.6,126.1,143.2,153.6,158.2,240.5607907,259.2374471,400.1404376,401.0981449,314.0340415,247.601674,184.8133287,153.8623001,167.9265898,201.6258306,281.9687578,287.2701338,289.1826002,294.7965827,260.5085667,260.6844737,238.0510659,243.6746249,241.6948011,292.843015,321.4357614,342.837264,409.870326,459.1097759,529.915657,567.2453445,544.6910663
Ukraine,0,0,0,,,,,162,2894,2923,2515.8,2420.2,2265.2,2283.9,2354.9,2267.6,2238.7,2182.8,1993.4,2011.5,2104.5,1909.6,1846.9,1843.6,1639.4,1682.1,1726.9,,,1249.443278,1449.962499,1597.492984,1569.730041,1489.679685,1417.869932,1258.136319,1012.105189,935.9680915,872.7091855,991.2301011,835.260299,635.7662419,635.7089635,780.7380243,879.4750486,1048.522488,1367.352433,1828.707277,2303.018831,3068.608998,3891.037823,2545.480341,2973.996481,3569.757027
Uruguay,,31,33,42,50,57,64,81,91,84,103.4,110.9,140.6,140.6,150.3,155.6,148.8,161.5,185.5,193.7,204.4,196.8,215.1,247.9,246.2,237.1,290.4,1571.103581,1939.970593,2415.601972,2676.201986,2731.949646,2989.993095,3577.91238,4082.015012,4720.392764,5458.069924,5984.129623,6316.262161,7327.925485,7711.085939,7247.398162,6871.903886,6281.373272,4088.772541,3622.051177,4117.310036,5220.957396,5877.879608,7009.67816,9062.290535,9415.153583,11938.21554,14166.55767
United States,137771,178266,172585,177662,187224,191559,194015,198864,197397,199769,193336.9,193161.2,189751.9,190431.4,188004.1,192743,190593.6,190496.1,196445.3,202097.3,205564.6,209272.3,209898,212883,208600.8,,,18269.44739,19115.03209,20100.87127,21483.23715,22922.46545,23954.4433,24405.19248,25492.95555,26464.82173,27776.61653,28782.17502,30068.22721,31572.69023,32949.19776,34620.9289,36449.85512,37273.6181,38166.03784,39677.19835,41921.80976,44307.92058,46437.06712,48061.53766,48401.42734,47001.55535,48374.05646,49781.35749
Uzbekistan,,0,0,,,,,50,275,290,326.9,249.5,269,243.5,240.6,222.5,195.2,183.6,174.5,170.3,157.4,139.2,166.2,121.5,139.2,124.7,140.9,,,,,,651.4204675,658.6563436,603.9349974,597.0252688,576.4434177,585.9320399,600.5981578,623.0026524,623.2161328,702.4807441,558.221144,456.7034892,383.3494997,396.129969,465.1198869,546.7768502,642.9604146,830.4076942,1023.119641,1181.84736,1377.08214,1544.827773
St. Vincent and the Grenadines,,0,0,0,0,0,0,0,0,0,0.3,1,1,0,0,0.3,0,0.1,0,0,0,0.7,0,0.5,0.3,0,0,1080.443346,1216.518264,1344.101793,1544.817767,1655.721306,1843.635453,1970.973174,2159.136348,2208.887109,2249.679099,2464.636954,2604.771679,2713.589367,2945.172106,3076.286032,3672.58926,3982.250865,4270.766863,4446.594383,4808.038668,5064.218215,5608.204138,6272.85933,6370.437886,6177.497428,6233.036945,6191.999409
"Venezuela, RB",,307,293,292,328,314,329,377,395,420,437.3,426.2,488.4,533.9,498,515.8,510.1,536.4,576.8,475.3,534,525.1,497.7,496.8,353.5,341.6,302.1,3309.089959,3278.793986,2459.29279,3089.417985,2173.598837,2367.717524,2544.448876,2811.146422,2732.673612,2601.850407,3375.089125,3013.729081,3714.617216,3875.904843,4078.287002,4785.153059,4928.17304,3657.193748,3233.956106,4273.365372,5435.87226,6740.236779,8325.216583,11224.6467,11534.8406,13581.35338,10754.59288
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,9256.074766,9723.943662,10828.30249,11527.27334,13047.57313,15050.54714,15945.49982,16752.27713,18728.24343,,,,,,,,,,,,,,,,,,
Vietnam,,45,48,52,66,60,65,74,67,61,103.5,117,120.5,99.7,110.9,146.8,155.2,144.4,205.1,167.4,221.3,224.6,283.2,362.7,326.2,389.6,431.5,239.4286953,437.1295435,593.6535736,401.874911,97.15788506,98.031869,142.9658899,144.1486586,189.2605161,229.9548051,288.0202779,337.0500628,361.2544883,360.600798,374.4764201,433.3337077,448.8822798,477.1058763,530.8618494,606.9043783,699.499779,796.6715738,919.2092656,1164.612525,1232.369671,1333.583526,1543.02695
Vanuatu,,3,3,1,2,3,1,4,0,2,1.3,1.2,1.9,0.8,3.6,3,1.3,3.9,2.8,4.1,4.6,1.8,1.6,2.2,3.6,1.7,4.7,951.3220908,892.1482318,961.1041455,1065.842317,1011.411604,1080.230278,1252.62792,1263.463418,1176.87044,1335.251681,1390.321422,1427.094151,1462.196383,1472.990156,1477.833673,1469.888862,1362.616128,1353.927839,1580.510668,1787.938265,1886.387734,2047.087669,2393.334621,2698.022128,2643.515554,2965.75121,3275.025202
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.142566,1325.990131,1316.765035,1389.285731,1465.007469,1499.600865,1477.14935,1336.91872,1156.754334,1254.934345,1336.968902,1455.93368,1442.820391,1576.292123,1855.45702,1963.201519,2338.719877,2664.951385
Samoa,,2,4,1,2,2,2,5,4,5,2.6,0,2.3,1.5,1.3,0.1,0,1.4,0,2.5,0.1,2.5,1.1,0.3,0,0,0,597.2220795,628.6134086,693.8312731,824.0166621,758.5669867,772.211776,765.4958672,799.085796,796.1609819,1309.931549,1321.511368,1459.094641,1657.900941,1557.90752,1489.610697,1540.65373,1555.465191,1631.30447,1907.033698,2350.851102,2587.48893,2793.54312,3130.352598,3375.82164,3173.54224,3530.573994,4065.958222
"Yemen, Rep.",,0,0,0,0,0,0,0,11,4,9.3,8.2,13.6,9.1,10.7,9.9,14.4,11.5,9.5,20.8,8.3,23.9,18.2,12.5,25.4,20.9,33.3,,,,,,472.1348689,471.7410829,488.0066834,384.8741898,284.7898668,278.9694561,365.3790813,418.2947354,375.8315034,441.5692834,541.5129915,538.2873198,567.8219633,607.9158043,696.0549607,817.0824167,904.6056001,1181.215176,1361.717209,1239.837119,1310.053839,1282.398832
South Africa,2025,2653,2670,2523,2499,2406,2552,2419,2377,2459,2350.7,2215.6,2222.9,2224.7,2302.5,2220.7,2291.4,2328,2204.8,2319.5,2395.4,2642.7,2808,2915.5,2863.8,2971.8,3124.6,2142.114701,2475.10247,3158.667713,3398.619067,3621.49758,3182.23967,3345.827626,3557.128685,3584.099342,3650.486114,3973.932383,3690.178479,3728.333992,3288.203765,3183.149769,3099.131614,2705.780204,2535.490042,3799.439554,4892.039055,5444.075846,5660.116974,6153.655167,5811.618944,5912.143179,7389.960264,8080.865243
"Congo, Dem. Rep.",,31,30,38,31,29,21,26,21,19,19.3,13.8,15.8,6.9,6,7.4,2.8,5.2,7.1,4.6,6.2,3.8,7.2,11.1,19.1,14.7,20.6,239.9494097,262.5884758,241.5275309,271.081377,267.2110835,267.421309,,,,143.1361591,133.8679371,132.9193074,136.698547,136.1663963,100.6932432,397.264871,150.4213805,171.2340121,169.9085913,189.5887135,213.310459,246.8028136,273.4864797,310.7310244,286.0481803,311.247896,350.2706542
Zambia,,44,34,51,44,36,23,40,24,24,35.9,22.5,28.7,29.9,25.9,22.6,30.1,28.6,22,25.6,30.9,39.6,35.9,42.2,34.9,43.3,59.6,320.9864568,229.8121159,303.2759269,484.5168889,504.3123135,403.8222425,403.85571,371.0872875,372.2407349,405.4907279,411.4088244,378.5613534,440.7418914,352.5609292,330.2145971,340.1565499,376.9774036,376.4684675,429.0099018,530.5563163,691.8089456,1030.31536,1103.486577,1365.721205,1134.772998,1456.126526,1654.525289
Zimbabwe,,98,77,116,123,131,103,119,124,139,111.5,113.9,125.3,110.1,104.8,102.1,111.6,96.7,86.8,63.8,62.2,63.7,80.1,65.6,56.1,70,62.9,636.072785,675.9005178,706.9481526,792.0301525,813.583737,837.7690557,802.8851432,612.6720133,583.1125397,600.4000067,608.6782436,720.1034311,707.2696544,523.6037695,554.2268118,535.1974215,537.7174828,499.716415,448.3731927,451.1715886,443.240136,414.6801151,397.9568723,327.1990837,594.4959701,676.7480933,768.5564101
